# Generated by `regiondb-build update`. Do not hand-edit: the next update
# pass overwrites this file. Corrections belong in classifications/ or
# overrides/, which the build applies on top.
# source: ourairports-airports
# url: https://davidmegginson.github.io/ourairports-data/airports.csv
# sha256: 6f53c942a634cd28729b86faad146a950ebd5d0fa6c6b28a45c3ede1acecb565
# retrieved: 2026-08-24T22:47:57Z
iata,name,latitude_deg,longitude_deg,iso_country,municipality,type,scheduled_service
LPF,Liupanshui Yuezhao Airport,26.609417,104.979000,CN,Liupanshui (Zhongshan),medium_airport,yes
LPI,Linköping City Airport,58.404909,15.684499,SE,Linköping,large_airport,yes
LPL,Liverpool John Lennon Airport,53.334863,-2.849637,GB,Liverpool,large_airport,yes
LPM,Lamap Airport,-16.461123,167.829253,VU,Lamap,small_airport,yes
LPP,Lappeenranta Airport,61.044601,28.144743,FI,Lappeenranta,large_airport,yes
LPQ,Luang Phabang International Airport,19.904273,102.167191,LA,Luang Phabang,large_airport,yes
LPS,Lopez Island Airport,48.483898,-122.938004,US,Lopez,small_airport,yes
LPT,Lampang Airport,18.270901,99.504204,TH,,medium_airport,yes
LPU,Long Apung Airport,1.706932,114.969934,ID,Long Apung-Borneo Island,small_airport,yes
LPY,Le Puy-Loudes Airfield,45.080700,3.762890,FR,"Chaspuzac, Haute-Loire",small_airport,yes
LQM,Caucaya Airport,-0.182278,-74.770800,CO,Puerto Leguízamo,small_airport,yes
LRD,Laredo International Airport,27.543800,-99.461601,US,Laredo,medium_airport,yes
LRE,Longreach Airport,-23.432020,144.277492,AU,Longreach,medium_airport,yes
LRH,La Rochelle Île de Ré Airport,46.179199,-1.195280,FR,La Rochelle,medium_airport,yes
LRM,Casa De Campo International Airport,18.452222,-68.911111,DO,La Romana,large_airport,yes
LRR,Lar Airport,27.674700,54.383301,IR,Lar,medium_airport,yes
LRS,Leros Airport,37.184898,26.800301,GR,Leros Island,small_airport,yes
LRU,Las Cruces International Airport,32.289398,-106.921997,US,Las Cruces,medium_airport,yes
LRV,Los Roques Airport,11.946935,-66.668333,VE,Gran Roque Island,small_airport,yes
LSA,Losuia Airport,-8.505820,151.080994,PG,Losuia,small_airport,yes
LSC,La Florida Airport,-29.916201,-71.199501,CL,La Serena-Coquimbo,medium_airport,yes
LSE,La Crosse Regional Airport,43.879002,-91.256699,US,La Crosse,medium_airport,yes
LSG,Leshan Airport,29.438627,103.749218,CN,Leshan (Wutongqiao),medium_airport,yes
LSH,Lashio Airport,22.977900,97.752197,MM,Lashio,medium_airport,yes
LSI,Sumburgh Airport,59.878899,-1.295560,GB,"Lerwick, Shetland",medium_airport,yes
LSP,Josefa Camejo International Airport,11.780775,-70.151497,VE,Paraguaná,medium_airport,yes
LSR,Alas Leuser Airport,3.391456,97.863726,ID,Kutacane,medium_airport,yes
LST,Launceston Airport,-41.544935,147.210785,AU,Launceston (Western Junction),medium_airport,yes
LSW,Malikus Saleh Airport,5.226680,96.950302,ID,Lhok Seumawe-Sumatra Island,small_airport,yes
LSY,Lismore Airport,-28.830689,153.258419,AU,Lismore,medium_airport,yes
LTD,Ghadames Airport,30.145484,9.702095,LY,Ghadames,medium_airport,yes
LTI,Altai Airport,46.376400,96.221100,MN,Altai,medium_airport,yes
LTK,Latakia International Airport,35.401100,35.948700,SY,Latakia,medium_airport,yes
LTM,Lethem Airport,3.372760,-59.789398,GY,Lethem,medium_airport,yes
LTN,London Luton Airport,51.874699,-0.368333,GB,"Luton, Luton",large_airport,yes
LTO,Loreto International Airport,25.989549,-111.348408,MX,Loreto,large_airport,yes
LTT,La Môle Airport,43.205399,6.482000,FR,Saint-Tropez,small_airport,yes
LTU,Murod Kond Airport,18.411501,76.464699,IN,Latur,medium_airport,yes
LTX,Cotopaxi International Airport,-0.906833,-78.615799,EC,Latacunga,medium_airport,yes
LUA,Tenzing-Hillary Airport,27.686768,86.729479,NP,Lukla,medium_airport,yes
LUD,Luderitz Airport,-26.687401,15.242900,NA,Luderitz,medium_airport,yes
LUG,Lugano Airport,46.004299,8.910580,CH,Agno,medium_airport,yes
LUK,Cincinnati Municipal Airport Lunken Field,39.102357,-84.418945,US,Cincinnati,medium_airport,yes
LUM,Dehong Mangshi International Airport,24.401100,98.531700,CN,Dehong (Mangshi),medium_airport,yes
LUN,Kenneth Kaunda International Airport,-15.330833,28.452722,ZM,Lusaka,large_airport,yes
LUP,Kalaupapa Airport,21.211000,-156.973999,US,Kalaupapa,small_airport,yes
LUQ,Brigadier Mayor D Cesar Raul Ojeda Airport,-33.273201,-66.356400,AR,San Luis,medium_airport,yes
LUR,Cape Lisburne LRRS Airport,68.875099,-166.110001,US,Cape Lisburne,medium_airport,yes
LUV,Karel Sadsuitubun Airport,-5.760278,132.759444,ID,Langgur,medium_airport,yes
LUX,Luxembourg-Findel International Airport,49.626845,6.212134,LU,Luxembourg,large_airport,yes
LUZ,Lublin Airport,51.240157,22.713461,PL,Lublin,large_airport,yes
LVI,Harry Mwanga Nkumbula International Airport,-17.821524,25.819642,ZM,Livingstone,large_airport,yes
LVO,Laverton Airport,-28.614267,122.428673,AU,Laverton,small_airport,yes
LWB,Greenbrier Valley Airport,37.857914,-80.400438,US,Lewisburg,medium_airport,yes
LWK,Lerwick / Tingwall Airport,60.192200,-1.243610,GB,"Lerwick, Shetland Islands",small_airport,yes
LWN,Shirak International Airport,40.750401,43.859299,AM,Gyumri,large_airport,yes
LWS,Lewiston Nez Perce County Airport,46.374500,-117.014999,US,Lewiston,medium_airport,yes
LWY,Lawas Airport,4.849170,115.407997,MY,Lawas,small_airport,yes
LXA,Lhasa Gonggar International Airport,29.298001,90.911951,CN,Shannan (Gonggar),large_airport,yes
LXG,Luang Namtha Airport,20.966999,101.400002,LA,Luang Namtha,small_airport,yes
LXR,Luxor International Airport,25.671018,32.706446,EG,Luxor,large_airport,yes
LXS,Limnos Airport,39.917099,25.236300,GR,Limnos Island,small_airport,yes
LYA,Luoyang Beijiao Airport,34.741100,112.388000,CN,Luoyang (Laocheng),large_airport,yes
LYC,Lycksele Airport,64.548302,18.716200,SE,Lycksele,medium_airport,yes
LYG,Lianyungang Huaguoshan International Airport,34.414060,119.178990,CN,Lianyungang,large_airport,yes
LYH,Lynchburg Regional Airport - Preston Glenn Field,37.326698,-79.200401,US,Lynchburg,medium_airport,yes
LYI,Linyi Qiyang Airport,35.052918,118.411828,CN,Linyi (Hedong),medium_airport,yes
LYP,Faisalabad International Airport,31.364923,72.995319,PK,Faisalabad,large_airport,yes
LYR,"Svalbard Airport, Longyear",78.246101,15.465600,NO,Longyearbyen,medium_airport,yes
LYS,Lyon Saint-Exupéry Airport,45.725996,5.090139,FR,"Colombier-Saugnieu, Rhône",large_airport,yes
LZG,Langzhong Gucheng Airport,31.501910,106.034417,CN,Nanchong (Langzhong),medium_airport,yes
LZH,Liuzhou Bailian Airport / Bailian Air Base,24.207500,109.390999,CN,Liuzhou (Liujiang),medium_airport,yes
LZN,Matsu Nangan Airport,26.159656,119.958376,TW,Matsu (Nangan),medium_airport,yes
LZO,Luzhou Yunlong Airport,29.030357,105.468407,CN,Luzhou (Yunlong),medium_airport,yes
LZY,Nyingchi Mainling Airport,29.303301,94.335297,CN,Nyingchi (Mainling),medium_airport,yes
MAA,Chennai International Airport,12.990005,80.169296,IN,Chennai,large_airport,yes
MAB,João Correa da Rocha Airport,-5.368590,-49.138000,BR,Marabá,medium_airport,yes
MAD,Adolfo Suárez Madrid–Barajas Airport,40.493407,-3.572249,ES,Madrid,large_airport,yes
MAF,Midland International Air and Space Port,31.942499,-102.202003,US,Midland,medium_airport,yes
MAG,Madang Airport,-5.207080,145.789001,PG,Madang,medium_airport,yes
MAH,Menorca Airport,39.862598,4.218650,ES,Mahón (Maó),large_airport,yes
MAJ,Marshall Islands International Airport,7.065110,171.271656,MH,Majuro Atoll,large_airport,yes
MAK,Malakal International Airport,9.558739,31.651937,SS,Malakal,medium_airport,yes
MAM,General Servando Canales International Airport,25.769899,-97.525299,MX,Matamoros,medium_airport,yes
MAN,Manchester Airport,53.349375,-2.279521,GB,"Manchester, Greater Manchester",large_airport,yes
MAO,Eduardo Gomes International Airport,-3.038610,-60.049702,BR,Manaus,large_airport,yes
MAQ,Mae Sot Airport,16.699900,98.545097,TH,,medium_airport,yes
MAR,La Chinita International Airport,10.557542,-71.729307,VE,Maracaibo,large_airport,yes
MAS,Momote Airport,-2.061890,147.423996,PG,Manus Island,medium_airport,yes
MAU,Maupiti Airport,-16.426500,-152.244003,PF,,medium_airport,yes
MAZ,Eugenio Maria De Hostos Airport,18.255699,-67.148499,PR,Mayaguez,medium_airport,yes
MBA,Moi International Airport,-4.034830,39.594200,KE,Mombasa,large_airport,yes
MBD,Mmabatho International Airport,-25.798401,25.548000,ZA,Mafeking,medium_airport,yes
MBE,Monbetsu Airport,44.303902,143.404007,JP,Monbetsu,medium_airport,yes
MBI,Songwe Airport,-8.919942,33.273981,TZ,Mbeya,medium_airport,yes
MBJ,Sangster International Airport,18.503420,-77.913230,JM,Montego Bay,large_airport,yes
MBL,Manistee County Blacker Airport,44.272707,-86.246495,US,Manistee,small_airport,yes
MBS,MBS International Airport,43.533181,-84.083104,US,Freeland,medium_airport,yes
MBT,Moises R. Espinosa Airport,12.369682,123.630095,PH,Masbate,medium_airport,yes
MBW,Melbourne Moorabbin Airport,-37.977765,145.099799,AU,Melbourne,medium_airport,yes
MBX,Maribor Edvard Rusjan Airport,46.479900,15.686100,SI,Maribor,medium_airport,yes
MCE,Merced Regional Macready Field,37.284698,-120.514000,US,Merced,medium_airport,yes
MCG,McGrath Airport,62.952900,-155.606003,US,McGrath,medium_airport,yes
MCI,Kansas City International Airport,39.301699,-94.713893,US,Kansas City,large_airport,yes
MCK,McCook Ben Nelson Regional Airport,40.207787,-100.592794,US,McCook,medium_airport,yes
MCN,Middle Georgia Regional Airport,32.692799,-83.649200,US,Macon,medium_airport,yes
MCO,Orlando International Airport,28.429399,-81.308998,US,Orlando,large_airport,yes
MCP,Macapá - Alberto Alcolumbre International Airport,0.050664,-51.072201,BR,Macapá,medium_airport,yes
MCT,Muscat International Airport,23.600218,58.285268,OM,Muscat/Seeb,large_airport,yes
MCV,McArthur River Mine Airport,-16.442499,136.084000,AU,McArthur River Mine,small_airport,yes
MCW,Mason City Municipal Airport,43.159801,-93.329716,US,Mason City,medium_airport,yes
MCX,Makhachkala Uytash International Airport,42.816799,47.652302,RU,Makhachkala,large_airport,yes
MCY,Sunshine Coast Airport,-26.593324,153.083190,AU,Maroochydore,large_airport,yes
MCZ,Zumbi dos Palmares International Airport,-9.512559,-35.791839,BR,Maceió,large_airport,yes
MDC,Sam Ratulangi International Airport,1.548591,124.926250,ID,Manado,large_airport,yes
MDE,Jose Maria Córdova International Airport,6.164540,-75.423100,CO,Medellín,large_airport,yes
MDG,Mudanjiang Hailang International Airport,44.525172,129.568634,CN,Mudanjiang,medium_airport,yes
MDI,Makurdi Airport,7.703880,8.613940,NG,Makurdi,medium_airport,yes
MDK,Mbandaka Airport,0.022600,18.288700,CD,Mbandaka,medium_airport,yes
MDL,Mandalay International Airport,21.702200,95.977898,MM,Mandalay,large_airport,yes
MDQ,Ástor Piazzola International Airport,-37.934200,-57.573300,AR,Mar del Plata,medium_airport,yes
MDT,Harrisburg International Airport,40.192838,-76.762333,US,Harrisburg,medium_airport,yes
MDU,Mendi Airport,-6.147740,143.656998,PG,Mendi,medium_airport,yes
MDW,Chicago Midway International Airport,41.785999,-87.752403,US,Chicago,large_airport,yes
MDZ,Governor Francisco Gabrielli International Airport,-32.831699,-68.792900,AR,Mendoza,large_airport,yes
MEB,Melbourne Essendon Airport,-37.728100,144.901993,AU,Essendon Fields,medium_airport,yes
MEC,Eloy Alfaro International Airport,-0.946078,-80.678802,EC,Manta,medium_airport,yes
MED,Prince Mohammad Bin Abdulaziz Airport,24.553400,39.705101,SA,Medina,large_airport,yes
MEE,Maré Airport,-21.482438,168.038465,NC,Maré,medium_airport,yes
MEG,Malanje Airport,-9.525090,16.312401,AO,Malanje,medium_airport,yes
MEH,Mehamn Airport,71.029701,27.826700,NO,Mehamn,medium_airport,yes
MEI,Key Field / Meridian Regional Airport,32.332600,-88.751900,US,Meridian,medium_airport,yes
MEL,Melbourne Airport,-37.670732,144.837898,AU,Melbourne,large_airport,yes
MEM,Frederick W. Smith International Airport,35.043845,-89.976340,US,Memphis,large_airport,yes
MEQ,Cut Nyak Dhien Airport,4.040998,96.253312,ID,Kuala Pesisir,medium_airport,yes
MEX,Mexico City Benito Juárez International Airport,19.435822,-99.070330,MX,Mexico City,large_airport,yes
MFA,Mafia Airport,-7.917478,39.668502,TZ,Kilindoni,small_airport,yes
MFE,McAllen Miller International Airport,26.176141,-98.237965,US,McAllen,medium_airport,yes
MFG,Muzaffarabad Airport,34.338835,73.508886,PK,Muzaffarabad,small_airport,yes
MFJ,Moala Airport,-18.566700,179.951004,FJ,Moala,small_airport,yes
MFK,Matsu Beigan Airport,26.224140,120.002679,TW,Matsu (Beigan),medium_airport,yes
MFM,Macau International Airport,22.149599,113.592003,MO,Nossa Senhora do Carmo,large_airport,yes
MFR,Rogue Valley International-Medford Airport,42.374199,-122.873001,US,Medford,medium_airport,yes
MFU,Mfuwe International Airport,-13.258900,31.936600,ZM,Mfuwe,large_airport,yes
MGA,Augusto C. Sandino (Managua) International Airport,12.141500,-86.168198,NI,Managua,large_airport,yes
MGB,Mount Gambier Airport,-37.744382,140.780561,AU,Mount Gambier,medium_airport,yes
MGC,Michigan City Municipal Airport,41.703300,-86.821198,US,Michigan City,medium_airport,yes
MGF,Regional de Maringá - Sílvio Name Júnior Airport,-23.476060,-52.016187,BR,Maringá,medium_airport,yes
MGH,Margate Airport,-30.857401,30.343000,ZA,Margate,medium_airport,yes
MGM,Montgomery Regional (Dannelly Field) Airport,32.300598,-86.393997,US,Montgomery,medium_airport,yes
MGQ,Aden Adde International Airport,2.014440,45.304699,SO,Mogadishu,large_airport,yes
MGT,Milingimbi Airport,-12.094400,134.893997,AU,Milingimbi Island,small_airport,yes
MGW,Morgantown Municipal Airport Walter L. (Bill) Hart Field,39.643305,-79.917598,US,Morgantown,medium_airport,yes
MGZ,Myeik Airport,12.439800,98.621498,MM,Mkeik,medium_airport,yes
MHC,Mocopulli Airport,-42.340388,-73.715693,CL,Dalcahue,small_airport,yes
MHD,Mashhad International Airport,36.234821,59.642949,IR,Mashhad,large_airport,yes
MHG,Mannheim-City Airport,49.473057,8.514167,DE,Mannheim,medium_airport,yes
MHH,Leonard M. Thompson International Airport,26.510711,-77.084262,BS,Marsh Harbour,medium_airport,yes
MHK,Manhattan Regional Airport,39.140999,-96.670799,US,Manhattan,medium_airport,yes
MHM,Manaoba Airport,-8.325008,160.800510,SB,Manaoba,small_airport,yes
MHQ,Mariehamn Airport,60.122200,19.898199,FI,Mariehamn,medium_airport,yes
MHT,Manchester-Boston Regional Airport,42.932598,-71.435699,US,Manchester,medium_airport,yes
MHU,Mount Hotham Airport,-37.047501,147.334000,AU,Mount Hotham,medium_airport,yes
MHX,Manihiki Island Airport,-10.380910,-160.999424,CK,Manihiki Island,small_airport,yes
MIA,Miami International Airport,25.796011,-80.289751,US,Miami,large_airport,yes
MID,Manuel Crescencio Rejón International Airport,20.930485,-89.645462,MX,Mérida,large_airport,yes
MIG,Mianyang Nanjiao Airport,31.428101,104.740997,CN,Mianyang (Fucheng),medium_airport,yes
MII,Frank Miloye Milenkowichi–Marília State Airport,-22.196899,-49.926485,BR,Marília,medium_airport,yes
MIJ,Mili Island Airport,6.084754,171.731419,MH,Mili Island,small_airport,yes
MIM,Merimbula Airport,-36.908600,149.901001,AU,Merimbula,medium_airport,yes
MIR,Monastir Habib Bourguiba International Airport,35.758099,10.754700,TN,Monastir,medium_airport,yes
MIS,Misima Island Airport,-10.689200,152.837997,PG,Misima Island,small_airport,yes
MIU,Maiduguri International Airport,11.854163,13.080702,NG,Maiduguri,large_airport,yes
MJE,Majkin Airport,8.163362,168.173862,MH,Majkin,small_airport,yes
MJF,"Mosjøen Airport, Kjærstad",65.783997,13.214900,NO,Mosjøen,medium_airport,yes
MJI,Mitiga International Airport,32.891770,13.287878,LY,Tripoli,large_airport,yes
MJK,Shark Bay Airport,-25.897294,113.575802,AU,Denham,medium_airport,yes
MJM,Mbuji Mayi Airport,-6.121240,23.569000,CD,Mbuji Mayi,medium_airport,yes
MJN,Amborovy Airport,-15.666842,46.351233,MG,Mahajanga,large_airport,yes
MJT,Mytilene International Airport,39.057406,26.598629,GR,Mytilene,medium_airport,yes
MJY,Motygino Airport,58.180921,94.745272,RU,Motygino,small_airport,yes
MJZ,Mirny Airport,62.534698,114.039001,RU,Mirny,medium_airport,yes
MKE,General Mitchell International Airport,42.947201,-87.896599,US,Milwaukee,large_airport,yes
MKG,Muskegon County Airport,43.169498,-86.238197,US,Muskegon,medium_airport,yes
MKK,Molokai Airport,21.152901,-157.095993,US,Kaunakakai,medium_airport,yes
MKL,McKellar-Sipes Regional Airport,35.599899,-88.915604,US,Jackson,medium_airport,yes
MKM,Mukah Airport,2.881944,112.043333,MY,Mukah,medium_airport,yes
MKP,Makemo Airport,-16.583900,-143.658005,PF,Makemo,medium_airport,yes
MKQ,Mopah International Airport,-8.523898,140.419693,ID,Merauke,medium_airport,yes
MKR,Meekatharra Airport,-26.611700,118.547997,AU,,medium_airport,yes
MKU,Makokou Airport,0.579211,12.890900,GA,Makokou,medium_airport,yes
MKW,Rendani Airport,-0.891833,134.048996,ID,Manokwari,medium_airport,yes
MKY,Mackay Airport,-21.170816,149.182588,AU,Mackay,medium_airport,yes
MKZ,Malacca International Airport,2.265613,102.252778,MY,Malacca,medium_airport,yes
MLA,Malta International Airport,35.845932,14.491546,MT,Valletta,large_airport,yes
MLB,Melbourne Orlando International Airport,28.102009,-80.641088,US,Melbourne,medium_airport,yes
MLE,Velana International Airport,4.191830,73.529099,MV,Malé,large_airport,yes
MLG,Abdul Rachman Saleh Airport,-7.929099,112.714233,ID,Malang,medium_airport,yes
MLI,Quad City International Airport,41.448502,-90.507500,US,Moline,medium_airport,yes
MLL,Marshall Don Hunter Sr Airport,61.864300,-162.026001,US,Marshall,small_airport,yes
MLM,General Francisco J. Mujica International Airport,19.849899,-101.025002,MX,Morelia,large_airport,yes
MLN,Melilla Airport,35.279800,-2.956260,ES,Melilla,medium_airport,yes
MLO,Milos Airport,36.696899,24.476900,GR,Milos Island,small_airport,yes
MLU,Monroe Regional Airport,32.510899,-92.037697,US,Monroe,medium_airport,yes
MLW,Spriggs Payne Airport,6.289060,-10.758700,LR,Monrovia,medium_airport,yes
MLX,Malatya Erhaç Airport,38.435299,38.091000,TR,Malatya,medium_airport,yes
MLY,Manley Hot Springs Airport,64.991880,-150.644102,US,Manley Hot Springs,small_airport,yes
MMB,Memanbetsu Airport,43.880600,144.164001,JP,Ōzora,medium_airport,yes
MMD,Minamidaito Airport,25.846500,131.263000,JP,Minamidaito,medium_airport,yes
MME,Teesside International Airport,54.509201,-1.429410,GB,"Darlington, Durham",medium_airport,yes
MMG,Mount Magnet Airport,-28.116100,117.842003,AU,,medium_airport,yes
MMH,Mammoth Yosemite Airport,37.625381,-118.843060,US,Mammoth Lakes,medium_airport,yes
MMJ,Shinshu-Matsumoto Airport,36.166801,137.923004,JP,Matsumoto,medium_airport,yes
MMK,Emperor Nicholas II Murmansk Airport,68.781700,32.750801,RU,Murmansk,large_airport,yes
MMO,Maio Airport,15.155900,-23.213699,CV,Vila do Maio,medium_airport,yes
MMX,Malmö Sturup Airport,55.535564,13.376327,SE,Malmö,large_airport,yes
MMY,Miyako Airport,24.782801,125.294998,JP,Miyakojima,medium_airport,yes
MNC,Nacala International Airport,-14.488200,40.712200,MZ,Nacala,medium_airport,yes
MNF,Mana Island Airport,-17.672844,177.098500,FJ,Mana Island,small_airport,yes
MNG,Maningrida Airport,-12.056100,134.233994,AU,Maningrida,medium_airport,yes
MNI,John A. Osborne Airport,16.791835,-62.193204,MS,Gerald's Park,large_airport,yes
MNJ,Mananjary Airport,-21.201799,48.358299,MG,Mananjary,medium_airport,yes
MNL,Ninoy Aquino International Airport,14.508600,121.019997,PH,Manila (Pasay),large_airport,yes
MNT,Minto Al Wright Airport,65.147991,-149.368658,US,Minto,small_airport,yes
MNU,Mawlamyine Airport,16.444700,97.660698,MM,Mawlamyine,small_airport,yes
MNX,Manicoré Airport,-5.811380,-61.278301,BR,Manicoré,medium_airport,yes
MNY,Mono Airport,-7.416940,155.565002,SB,Stirling Island,small_airport,yes
MOB,Mobile Regional Airport,30.691200,-88.242798,US,Mobile,medium_airport,yes
MOC,Mário Ribeiro Airport,-16.706919,-43.818901,BR,Montes Claros,medium_airport,yes
MOF,Frans Xavier Seda Airport,-8.639514,122.238135,ID,Waioti,small_airport,yes
MOG,Mong Hsat Airport,20.516800,99.256798,MM,Mong Hsat,medium_airport,yes
MOH,Maleo Airport,-2.201143,121.662884,ID,Morowali,small_airport,yes
MOI,Mitiaro Island Airport,-19.842501,-157.703003,CK,Mitiaro Island,small_airport,yes
MOJ,Moengo Airstrip,5.607600,-54.400300,SR,Moengo,small_airport,yes
MOL,"Molde Airport, Årø",62.744701,7.262500,NO,Årø,medium_airport,yes
MOQ,Morondava Airport,-20.284700,44.317600,MG,Morondava,medium_airport,yes
MOT,Minot International Airport,48.258010,-101.279123,US,Minot,medium_airport,yes
MOU,Mountain Village Airport,62.095402,-163.682007,US,Mountain Village,small_airport,yes
MOV,Moranbah Airport,-22.057800,148.076996,AU,Moranbah,medium_airport,yes
MOZ,Moorea Temae Airport,-17.489790,-149.761777,PF,Moorea-Maiao,medium_airport,yes
MPA,Katima Mulilo Airport,-17.634258,24.176688,NA,Mpacha,medium_airport,yes
MPC,Muko Muko Airport,-2.541058,101.087651,ID,Muko Muko,small_airport,yes
MPH,Godofredo P. Ramos Airport,11.924500,121.954002,PH,Caticlan,medium_airport,yes
MPL,Montpellier-Méditerranée Airport,43.576199,3.963010,FR,Montpellier/Méditerranée,large_airport,yes
MPM,Maputo Airport,-25.920799,32.572601,MZ,Maputo,large_airport,yes
MPN,Mount Pleasant Airport / RAF Mount Pleasant,-51.822642,-58.445777,FK,Mount Pleasant,large_airport,yes
MPY,Maripasoula Airport,3.655907,-54.039431,GF,Maripasoula,medium_airport,yes
MQC,Miquelon Airport,47.095501,-56.380299,PM,Miquelon,small_airport,yes
MQF,Magnitogorsk International Airport,53.391991,58.755235,RU,Magnitogorsk,large_airport,yes
MQJ,Moma Airport,66.450861,143.261551,RU,Khonuu,medium_airport,yes
MQL,Mildura Airport,-34.229198,142.085999,AU,Mildura,medium_airport,yes
MQM,Mardin Airport,37.223301,40.631699,TR,Mardin,medium_airport,yes
MQN,"Mo i Rana Airport, Røssvoll",66.363899,14.301400,NO,Mo i Rana,medium_airport,yes
MQP,Kruger Mpumalanga International Airport,-25.383327,31.105325,ZA,Mbombela,large_airport,yes
MQS,Mustique Airport,12.887900,-61.180199,VC,Lovell,medium_airport,yes
MQT,Marquette/Sawyer International Airport,46.351498,-87.395884,US,Gwinn,medium_airport,yes
MQX,Mekele Alula Aba Nega Airport,13.467400,39.533501,ET,Mekele,medium_airport,yes
MRA,Misrata International Airport,32.325001,15.061000,LY,Misrata,small_airport,yes
MRE,Mara Serena Lodge Airstrip,-1.404588,35.008349,KE,Serena,medium_airport,yes
MRI,Merrill Field,61.212792,-149.843988,US,Anchorage,medium_airport,yes
MRS,Marseille Provence Airport,43.438088,5.212500,FR,"Marignane, Bouches-du-Rhône",large_airport,yes
MRU,Sir Seewoosagur Ramgoolam International Airport,-20.430201,57.683601,MU,Plaine Magnien,large_airport,yes
MRV,Mineralnye Vody Airport,44.225101,43.081902,RU,Mineralnyye Vody,large_airport,yes
MRX,Mahshahr Airport,30.556200,49.151901,IR,Mahshahr,medium_airport,yes
MRY,Monterey Regional Airport,36.586777,-121.844183,US,Monterey,medium_airport,yes
MRZ,Moree Airport,-29.498899,149.845001,AU,Moree,medium_airport,yes
MSA,Muskrat Dam Airport,53.441399,-91.762802,CA,Muskrat Dam,small_airport,yes
MSJ,Misawa Airport / Misawa Air Base,40.703201,141.367996,JP,Misawa,medium_airport,yes
MSL,Northwest Alabama Regional Airport,34.745123,-87.612981,US,Muscle Shoals,medium_airport,yes
MSN,Dane County Regional Truax Field,43.139900,-89.337502,US,Madison,medium_airport,yes
MSO,Missoula Montana Airport,46.915816,-114.091107,US,Missoula,medium_airport,yes
MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.880081,-93.221741,US,Minneapolis,large_airport,yes
MSQ,Minsk National Airport,53.888071,28.039964,BY,Minsk,large_airport,yes
MSR,Muş Airport,38.747799,41.661201,TR,Muş,medium_airport,yes
MSS,Massena International Airport Richards Field,44.936157,-74.844304,US,Massena,medium_airport,yes
MST,Maastricht Aachen Airport,50.911087,5.769401,NL,Maastricht,large_airport,yes
MSU,Moshoeshoe I International Airport,-29.456277,27.554456,LS,Maseru(Mazenod),large_airport,yes
MSY,Louis Armstrong New Orleans International Airport,29.993401,-90.264673,US,New Orleans,large_airport,yes
MSZ,Welwitschia Mirabilis International Airport,-15.261200,12.146800,AO,Moçâmedes,medium_airport,yes
MTF,Mizan Teferi Airport,6.957100,35.554700,ET,Mizan Teferi,small_airport,yes
MTJ,Montrose Regional Airport,38.509800,-107.893997,US,Montrose,medium_airport,yes
MTP,Montauk Airport,41.076500,-71.920797,US,Montauk,small_airport,yes
MTR,Los Garzones Airport,8.823740,-75.825800,CO,Montería,medium_airport,yes
MTT,Minatitlán/Coatzacoalcos International Airport,18.103399,-94.580704,MX,Cosoleacaque,medium_airport,yes
MTY,Monterrey International Airport,25.778521,-100.106989,MX,Monterrey,large_airport,yes
MUA,Munda Airport,-8.327970,157.263000,SB,Munda,medium_airport,yes
MUB,Maun International Airport,-19.970491,23.431409,BW,Maun,large_airport,yes
MUC,Munich Airport,48.353802,11.786100,DE,Munich,large_airport,yes
MUE,Waimea Kohala Airport,20.001301,-155.667999,US,Waimea (Kamuela),medium_airport,yes
MUH,Mersa Matruh International Airport,31.324313,27.222270,EG,Marsa Matruh,large_airport,yes
MUK,Mauke Airport,-20.136101,-157.345001,CK,Mauke Island,small_airport,yes
MUN,José Tadeo Monagas International Airport,9.749023,-63.153348,VE,Maturín,medium_airport,yes
MUR,Marudi Airport,4.178734,114.330318,MY,Marudi,medium_airport,yes
MUX,Multan International Airport,30.203199,71.419098,PK,Multan,large_airport,yes
MUZ,Musoma Airport,-1.503000,33.802100,TZ,Musoma,small_airport,yes
MVB,M'Vengue El Hadj Omar Bongo Ondimba International Airport,-1.656160,13.438000,GA,Franceville,medium_airport,yes
MVD,Carrasco General Cesáreo L. Berisso International Airport,-34.835647,-56.026497,UY,Ciudad de la Costa,large_airport,yes
MVF,Dix-Sept Rosado Airport,-5.201920,-37.364300,BR,Mossoró,medium_airport,yes
MVP,Fabio Alberto Leon Bentley Airport,1.253660,-70.233900,CO,Mitú,medium_airport,yes
MVQ,Mogilev Airport,53.954899,30.095100,BY,Mogilev,medium_airport,yes
MVR,Salak Airport,10.451400,14.257400,CM,Maroua,medium_airport,yes
MVT,Mataiva Airport,-14.868100,-148.716995,PF,,medium_airport,yes
MVY,Martha's Vineyard Airport,41.393101,-70.614304,US,Martha's Vineyard,small_airport,yes
MWA,Veterans Airport of Southern Illinois,37.751208,-89.016568,US,Marion,medium_airport,yes
MWL,Mineral Wells Regional Airport,32.781601,-98.060204,US,Mineral Wells,medium_airport,yes
MWQ,Magway Airport,20.165600,94.941399,MM,Magway,small_airport,yes
MWX,Muan International Airport,34.991406,126.382814,KR,Muan (Piseo-ri),large_airport,yes
MWZ,Mwanza International Airport,-2.446563,32.936049,TZ,Mwanza,large_airport,yes
