# Generated by `regiondb-build update`. Do not hand-edit: the next update
# pass overwrites this file. Corrections belong in classifications/ or
# overrides/, which the build applies on top.
# source: ourairports-airports
# url: https://davidmegginson.github.io/ourairports-data/airports.csv
# sha256: 6f53c942a634cd28729b86faad146a950ebd5d0fa6c6b28a45c3ede1acecb565
# retrieved: 2026-08-24T22:47:57Z
iata,name,latitude_deg,longitude_deg,iso_country,municipality,type,scheduled_service
TSV,Townsville Airport / RAAF Base Townsville,-19.252904,146.766512,AU,Townsville,medium_airport,yes
TTA,Tan Tan Airport,28.447563,-11.161749,MA,Tan Tan,medium_airport,yes
TTE,Sultan Babullah Airport,0.831012,127.381611,ID,Ternate,medium_airport,yes
TTJ,Tottori Sand Dunes Conan Airport,35.530058,134.165023,JP,Tottori,medium_airport,yes
TTN,Trenton Mercer Airport,40.276699,-74.813499,US,Ewing Township,medium_airport,yes
TTS,Tsaratanana Airport,-16.751064,47.619016,MG,Tsaratanana,small_airport,yes
TTT,Taitung Airport,22.754856,121.101794,TW,Taitung City,medium_airport,yes
TTU,Sania Ramel Airport,35.594299,-5.320020,MA,Tétouan,large_airport,yes
TUA,Lieutenant Colonel Luis A. Mantilla International Airport,0.809506,-77.708099,EC,Tulcán,medium_airport,yes
TUB,Tubuai Airport,-23.365400,-149.524002,PF,,medium_airport,yes
TUC,Teniente Benjamín Matienzo International Airport,-26.837397,-65.104195,AR,San Miguel de Tucumán,large_airport,yes
TUF,Tours Val de Loire Airport,47.432201,0.727606,FR,"Tours, Indre-et-Loire",medium_airport,yes
TUG,Tuguegarao Airport,17.643368,121.733150,PH,Tuguegarao City,medium_airport,yes
TUI,Turaif Domestic Airport,31.692188,38.731544,SA,Turaif,medium_airport,yes
TUK,Turbat International Airport,25.984767,63.028856,PK,Turbat,large_airport,yes
TUL,Tulsa International Airport,36.197084,-95.886225,US,Tulsa,large_airport,yes
TUN,Tunis Carthage International Airport,36.851002,10.227200,TN,Tunis,large_airport,yes
TUO,Taupo Airport,-38.739700,176.084000,NZ,Taupo,medium_airport,yes
TUP,Tupelo Regional Airport,34.268101,-88.769897,US,Tupelo,medium_airport,yes
TUR,Tucuruí Airport,-3.786010,-49.720299,BR,Tucuruí,medium_airport,yes
TUS,Tucson International Airport,32.115004,-110.938053,US,Tucson,large_airport,yes
TUU,Prince Sultan bin Abdulaziz International Airport,28.371100,36.624865,SA,Tabuk,large_airport,yes
TVC,Cherry Capital Airport,44.741402,-85.582199,US,Traverse City,medium_airport,yes
TVF,Thief River Falls Regional Airport,48.065701,-96.184998,US,Thief River Falls,medium_airport,yes
TVS,Tangshan Sannühe Airport,39.717800,118.002625,CN,Tangshan (Fengrun),small_airport,yes
TVT,Tashkent-Khumo International Airport,41.312889,69.395535,UZ,Tashkent,medium_airport,yes
TVU,Matei Airport,-16.690599,-179.876999,FJ,Matei,small_airport,yes
TVY,Dawei Airport,14.103900,98.203598,MM,Dawei,medium_airport,yes
TWA,Twin Hills Airport,59.074713,-160.274992,US,Twin Hills,small_airport,yes
TWC,Tumxuk Tangwangcheng Airport,39.886663,79.233408,CN,Tumxuk,small_airport,yes
TWF,Joslin Field Magic Valley Regional Airport,42.481800,-114.487999,US,Twin Falls,medium_airport,yes
TWT,Sanga Sanga Airport,5.048196,119.743338,PH,Bongao,medium_airport,yes
TWU,Tawau Airport,4.313380,118.121520,MY,Tawau,medium_airport,yes
TXE,Rembele Airport,4.721130,96.851943,ID,Takengon,medium_airport,yes
TXK,Texarkana Regional Airport (Webb Field),33.453701,-93.990997,US,Texarkana,medium_airport,yes
TXN,Huangshan Tunxi International Airport,29.733299,118.255997,CN,Huangshan,large_airport,yes
TYF,Torsby Airport,60.157600,12.991300,SE,Torsby,medium_airport,yes
TYL,Captain Victor Montes Arias International Airport,-4.576640,-81.254097,PE,Talara,medium_airport,yes
TYN,Taiyuan Wusu International Airport,37.746899,112.627998,CN,Taiyuan,large_airport,yes
TYR,Tyler Pounds Regional Airport,32.354099,-95.402397,US,Tyler,medium_airport,yes
TYS,McGhee Tyson Airport,35.811001,-83.994003,US,Knoxville/Maryville,large_airport,yes
TZA,Sir Barry Bowen Municipal Airport,17.517239,-88.195775,BZ,Belize City,medium_airport,yes
TZL,Tuzla International Airport,44.459858,18.723627,BA,Dubrave Gornje,large_airport,yes
TZN,Congo Town Airport,24.158701,-77.589798,BS,Andros,medium_airport,yes
TZX,Trabzon International Airport,40.995098,39.789700,TR,Trabzon,medium_airport,yes
UAH,Ua Huka Airport,-8.936228,-139.554062,PF,Ua Huka,small_airport,yes
UAI,"Commander in Chief of FALINTIL, Kay Rala Xanana Gusmão, International Airport",-9.301856,125.286302,TL,Suai,medium_airport,yes
UAP,Ua Pou Airport,-9.351670,-140.078003,PF,Ua Pou,small_airport,yes
UAQ,Domingo Faustino Sarmiento Airport,-31.571501,-68.418198,AR,San Juan,medium_airport,yes
UAR,Bouarfa Airport,32.514306,-1.983056,MA,Bouarfa,medium_airport,yes
UBA,Mário de Almeida Franco Airport,-19.765036,-47.964805,BR,Uberaba,medium_airport,yes
UBB,Mabuiag Island Airport,-9.950168,142.195230,AU,Mabuiag Island,small_airport,yes
UBJ,Yamaguchi Ube Airport,33.930000,131.279007,JP,Ube,medium_airport,yes
UBN,Ulaanbaatar Chinggis Khaan International Airport,47.646916,106.819833,MN,Ulaanbaatar (Sergelen),large_airport,yes
UBP,Ubon Ratchathani Airport,15.251300,104.870003,TH,Ubon Ratchathani,medium_airport,yes
UCB,Ulanqab Jining Airport,41.130266,113.107274,CN,Ulanqab,medium_airport,yes
UCT,Ukhta Airport,63.566898,53.804699,RU,Ukhta,medium_airport,yes
UDI,Ten. Cel. Aviador César Bombonato Airport,-18.883579,-48.225936,BR,Uberlândia,medium_airport,yes
UDR,Maharana Pratap Airport,24.617701,73.896103,IN,Udaipur,medium_airport,yes
UEL,Quelimane Airport,-17.855499,36.869099,MZ,Quelimane,medium_airport,yes
UEO,Kumejima Airport,26.363445,126.713840,JP,Kumejima,medium_airport,yes
UET,Quetta International Airport,30.251400,66.937798,PK,Quetta,large_airport,yes
UFA,Ufa International Airport,54.557499,55.874401,RU,Ufa,large_airport,yes
UGA,Bulgan Airport,48.855000,103.475998,MN,Bulgan,medium_airport,yes
UGC,Urgench International Airport,41.582740,60.643380,UZ,Urgench,large_airport,yes
UGU,Bilorai Airport,-3.739503,137.031183,ID,Bilogai,medium_airport,yes
UIB,El Caraño Airport,5.690760,-76.641200,CO,Quibdó,medium_airport,yes
UIH,Phu Cat Airport,13.955000,109.042000,VN,Quy Nohn,medium_airport,yes
UII,Utila Airport,16.113100,-86.880302,HN,Utila Island,small_airport,yes
UIN,Quincy Regional Airport Baldwin Field,39.942699,-91.194603,US,Quincy,medium_airport,yes
UIO,Mariscal Sucre International Airport,-0.125399,-78.354306,EC,Quito,large_airport,yes
UIT,Jaluit Airport,5.909213,169.637256,MH,Jabor Jaluit Atoll,small_airport,yes
UJE,Ujae Atoll Airport,8.928060,165.761993,MH,Ujae Atoll,small_airport,yes
UKB,Kobe Airport,34.632801,135.223999,JP,Kobe,large_airport,yes
UKE,Utkela Airport,20.097778,83.183333,IN,Bhawanipatna,medium_airport,yes
UKG,Ust-Kuyga Airport,70.011002,135.645004,RU,Ust-Kuyga,small_airport,yes
UKK,Oskemen International Airport,50.035033,82.496057,KZ,Ust-Kamenogorsk (Oskemen),large_airport,yes
UKX,Ust-Kut Airport,56.856701,105.730003,RU,Ust-Kut,medium_airport,yes
ULG,Ölgii Mongolei International Airport,48.993301,89.922501,MN,Ölgii,medium_airport,yes
ULH,Al-Ula International Airport,26.483634,38.117048,SA,Al-Ula,large_airport,yes
ULK,Lensk Airport,60.723594,114.825319,RU,Lensk,medium_airport,yes
ULO,Ulaangom Airport,50.066588,91.938273,MN,Ulaangom,medium_airport,yes
ULP,Quilpie Airport,-26.609176,144.253746,AU,,medium_airport,yes
ULU,Gulu Airport,2.805560,32.271801,UG,Gulu,medium_airport,yes
ULV,Ulyanovsk Baratayevka Airport,54.270160,48.225569,RU,Ulyanovsk,medium_airport,yes
ULY,Ulyanovsk Vostochny Airport,54.401001,48.802700,RU,Cherdakly,medium_airport,yes
ULZ,Donoi Airport,47.709300,96.525800,MN,Uliastai,small_airport,yes
UME,Umeå Airport,63.791801,20.282801,SE,Umeå,large_airport,yes
UMS,Ust-Maya Airport,60.357437,134.437310,RU,Ust-Maya,small_airport,yes
UMU,Orlando de Carvalho Airport,-23.798700,-53.313801,BR,Umuarama,small_airport,yes
UNA,Una-Comandatuba Airport,-15.354358,-38.998729,BR,Una,small_airport,yes
UNG,Kiunga Airport,-6.125710,141.281998,PG,Kiunga,small_airport,yes
UNI,Union Island International Airport,12.600135,-61.411945,VC,Union Island,medium_airport,yes
UNK,Unalakleet Airport,63.888401,-160.798996,US,Unalakleet,medium_airport,yes
UNN,Ranong Airport,9.777620,98.585503,TH,Ranong,medium_airport,yes
UOL,Buol - Pogogul Airport,1.102318,121.413358,ID,Buol,small_airport,yes
UPG,Sultan Hasanuddin International Airport,-5.075539,119.553702,ID,Makassar,large_airport,yes
UPN,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,19.396700,-102.039001,MX,Uruapan,medium_airport,yes
URA,Manshuk Mametova International Airport,51.151976,51.543652,KZ,Uralsk,large_airport,yes
URC,Ürümqi Tianshan International Airport,43.913584,87.479372,CN,Ürümqi,large_airport,yes
URE,Kuressaare Airport,58.229900,22.509501,EE,Kuressaare,medium_airport,yes
URG,Rubem Berta Airport,-29.782200,-57.038200,BR,Uruguaiana,medium_airport,yes
URJ,Uray Airport,60.103298,64.826698,RU,Uray,medium_airport,yes
URT,Surat Thani Airport,9.132600,99.135597,TH,Surat Thani,medium_airport,yes
URY,Gurayat Domestic Airport,31.412413,37.278898,SA,Gurayat,medium_airport,yes
USA,Concord-Padgett Regional Airport,35.387798,-80.709099,US,Concord,medium_airport,yes
USH,Ushuaia - Malvinas Argentinas International Airport,-54.843300,-68.295800,AR,Ushuaia,medium_airport,yes
USJ,Usharal Airport,46.190767,80.830922,KZ,Usharal,small_airport,yes
USK,Usinsk Airport,66.004700,57.367199,RU,Usinsk,medium_airport,yes
USM,Samui International Airport,9.547790,100.061996,TH,Na Thon (Ko Samui Island),large_airport,yes
USN,Ulsan Airport,35.593498,129.352005,KR,Ulsan,medium_airport,yes
USR,Ust-Nera Airport,64.550003,143.115005,RU,Ust-Nera,medium_airport,yes
UST,Northeast Florida Regional Airport,29.959200,-81.339798,US,St Augustine,medium_airport,yes
USU,Francisco B. Reyes (Busuanga) Airport,12.121865,120.100801,PH,Coron,medium_airport,yes
UTH,Udon Thani International Airport,17.386186,102.788577,TH,Udon Thani,large_airport,yes
UTK,Utirik Airport,11.222219,169.851429,MH,Utirik Island,small_airport,yes
UTN,Upington Airport,-28.400246,21.263592,ZA,Upington,medium_airport,yes
UTO,Indian Mountain LRRS Airport,65.992798,-153.703995,US,Utopia Creek,medium_airport,yes
UTP,U-Tapao–Rayong–Pattaya International Airport,12.679900,101.004997,TH,Rayong,large_airport,yes
UTT,K. D. Matanzima Airport,-31.546363,28.673355,ZA,Mthatha,medium_airport,yes
UUA,Bugulma Airport,54.641184,52.800229,RU,Bugulma,medium_airport,yes
UUD,Baikal International Airport,51.808614,107.439652,RU,Ulan Ude,large_airport,yes
UUS,Yuzhno-Sakhalinsk International Airport,46.885461,142.717466,RU,Yuzhno-Sakhalinsk,large_airport,yes
UVE,Ouvéa Airport,-20.640932,166.573024,NC,Ouvéa,medium_airport,yes
UVF,Hewanorra International Airport,13.733200,-60.952599,LC,Vieux Fort,large_airport,yes
UVI,José Cleto Airport,-26.233224,-51.066754,BR,União da Vitória,small_airport,yes
UYL,Nyala Airport,12.053500,24.956200,SD,Nyala,medium_airport,yes
UYN,Yulin Yuyang Airport,38.359710,109.590927,CN,Yulin,medium_airport,yes
UYU,Joya Andina International Airport,-20.441304,-66.857553,BO,Quijarro,large_airport,yes
UZR,Urzhar Airport,47.091786,81.668216,KZ,Urzhar,small_airport,yes
VAA,Vaasa Airport,63.050230,21.762543,FI,Vaasa,large_airport,yes
VAI,Vanimo Airport,-2.692600,141.302800,PG,Vanimo,medium_airport,yes
VAK,Chevak Airport,61.540900,-165.600500,US,Chevak,small_airport,yes
VAL,Valença Airport,-13.296500,-38.992401,BR,Valença,small_airport,yes
VAM,Villa International Airport Maamigili,3.471751,72.832633,MV,Maamigili,medium_airport,yes
VAN,Van Ferit Melen Airport,38.468201,43.332298,TR,Van,medium_airport,yes
VAO,Suavanao Airport,-7.585560,158.731003,SB,Suavanao,small_airport,yes
VAQ,Vanavara Airport,60.356229,102.309641,RU,Vanavara,medium_airport,yes
VAR,Varna Airport,43.232101,27.825100,BG,Varna,large_airport,yes
VAS,Sivas Nuri Demirağ Airport,39.813801,36.903500,TR,Sivas,medium_airport,yes
VAV,Vava'u International Airport,-18.585300,-173.962006,TO,Vava'u Island,large_airport,yes
VAW,"Vardø Airport, Svartnes",70.355400,31.044901,NO,Vardø,medium_airport,yes
VBS,Brescia Gabriele d'Annunzio Airport,45.428902,10.330600,IT,Montichiari (BS),medium_airport,yes
VBV,Vanua Balavu Airport,-17.268999,-178.975998,FJ,Vanua Balavu,small_airport,yes
VBY,Visby Airport,57.662800,18.346201,SE,Visby,large_airport,yes
VCA,Can Tho International Airport,10.083397,105.709371,VN,Can Tho,large_airport,yes
VCE,Venice Marco Polo Airport,45.505299,12.351900,IT,Venezia (VE),large_airport,yes
VCL,Chu Lai Airport,15.403300,108.706001,VN,Tam Nghĩa,small_airport,yes
VCP,Viracopos International Airport,-23.007404,-47.134502,BR,Campinas,large_airport,yes
VCS,Con Dao Airport,8.731830,106.633003,VN,Con Dao,medium_airport,yes
VCT,Victoria Regional Airport,28.852600,-96.918503,US,Victoria,medium_airport,yes
VDC,Glauber de Andrade Rocha Airport,-14.907885,-40.914804,BR,Vitória da Conquista,medium_airport,yes
VDE,El Hierro Airport,27.814800,-17.887100,ES,El Hierro Island,medium_airport,yes
VDH,Dong Hoi Airport,17.515000,106.590556,VN,Dong Hoi,medium_airport,yes
VDM,Gobernador Castello Airport,-40.869200,-63.000400,AR,Viedma / Carmen de Patagones,medium_airport,yes
VDO,Van Don International Airport,21.120693,107.415390,VN,Van Don,medium_airport,yes
VDS,Vadsø Airport,70.065300,29.844700,NO,Vadsø,medium_airport,yes
VDZ,Valdez Pioneer Field,61.132712,-146.246567,US,Valdez,medium_airport,yes
VEE,Venetie Airport,67.008698,-146.365997,US,Venetie,small_airport,yes
VEL,Vernal Regional Airport,40.436214,-109.511661,US,Vernal,medium_airport,yes
VEO,Severo-Yeniseysk Airport,60.373299,93.011703,RU,Severo-Yeniseysk,medium_airport,yes
VER,General Heriberto Jara International Airport,19.139589,-96.188602,MX,Veracruz,large_airport,yes
VFA,Victoria Falls International Airport,-18.097437,25.836867,ZW,Victoria Falls,large_airport,yes
VGA,Vijayawada International Airport,16.530011,80.804888,IN,Vijayawada,large_airport,yes
VGO,Vigo Airport,42.231800,-8.626770,ES,Vigo,medium_airport,yes
VHM,Vilhelmina South Lapland Airport,64.579102,16.833599,SE,Vilhelmina,medium_airport,yes
VHV,Verkhnevilyuisk Airport,63.458057,120.269165,RU,Verkhnevilyuisk,small_airport,yes
VIE,Vienna International Airport,48.110298,16.569700,AT,Vienna,large_airport,yes
VIG,Juan Pablo Pérez Alfonso Airport,8.624139,-71.672668,VE,El Vigía,medium_airport,yes
VII,Vinh Airport,18.737600,105.670998,VN,Vinh,medium_airport,yes
VIJ,Virgin Gorda Airport,18.446634,-64.427932,VG,Spanish Town,medium_airport,yes
VIL,Dakhla Airport,23.718300,-15.932000,EH,Dakhla,large_airport,yes
VIT,Vitoria Airport,42.882801,-2.724470,ES,Alava,medium_airport,yes
VIX,Eurico de Aguiar Salles International Airport,-20.258000,-40.285000,BR,Vitória,large_airport,yes
VJB,Xai-Xai Chongoene Airport,-24.892909,33.753024,MZ,Xai-Xai,small_airport,yes
VKG,Rach Gia Airport,9.958030,105.132380,VN,Rach Gia,medium_airport,yes
VKO,Vnukovo International Airport,55.591499,37.261501,RU,Moscow,large_airport,yes
VKT,Vorkuta Airport,67.488602,63.993099,RU,Vorkuta,medium_airport,yes
VLC,Valencia Airport,39.489162,-0.480961,ES,Valencia,large_airport,yes
VLD,Valdosta Regional Airport,30.782499,-83.276703,US,Valdosta,medium_airport,yes
VLI,Bauerfield International Airport,-17.699301,168.320007,VU,Port Vila,large_airport,yes
VLL,Valladolid Airport,41.706100,-4.851940,ES,Valladolid,medium_airport,yes
VLN,Arturo Michelena International Airport,10.149733,-67.928398,VE,Valencia,large_airport,yes
VLS,Valesdir Airport,-16.796101,168.177002,VU,Epi Island,small_airport,yes
VLV,Dr. Antonio Nicolás Briceño Airport,9.340478,-70.584061,VE,Valera,medium_airport,yes
VMU,Baimuru Airport,-7.496955,144.821756,PG,Baimuru,medium_airport,yes
VNO,Vilnius International Airport,54.634102,25.285801,LT,Vilnius,large_airport,yes
VNS,Lal Bahadur Shastri International Airport,25.452171,82.862549,IN,Varanasi,large_airport,yes
VNX,Vilankulo Airport,-22.018400,35.313301,MZ,Vilanculo,medium_airport,yes
VOG,Volgograd International Airport,48.781340,44.339194,RU,Volgograd,large_airport,yes
VOL,Nea Anchialos National Airport,39.219601,22.794300,GR,Nea Anchialos,medium_airport,yes
VOZ,Voronezh International Airport,51.814324,39.230948,RU,Voronezh,medium_airport,yes
VPE,Ngjiva Pereira Airport,-17.043501,15.683800,AO,Ngiva,medium_airport,yes
VPN,Vopnafjörður Airport,65.720596,-14.850600,IS,Vopnafjörður,medium_airport,yes
VPS,Destin-Fort Walton Beach Airport,30.481315,-86.515839,US,Valparaiso,medium_airport,yes
VPY,Chimoio Airport,-19.151300,33.429001,MZ,Chimoio,medium_airport,yes
VQS,Antonio Rivera Rodriguez Airport,18.134800,-65.493599,PR,Vieques,medium_airport,yes
VRA,Juan Gualberto Gomez International Airport,23.034401,-81.435303,CU,Matanzas,large_airport,yes
VRB,Vero Beach Regional Airport,27.655600,-80.417901,US,Vero Beach,medium_airport,yes
VRC,Virac Airport,13.576400,124.206001,PH,Virac,medium_airport,yes
VRL,Vila Real Airport,41.274300,-7.720470,PT,Vila Real,medium_airport,yes
VRN,Verona Villafranca Valerio Catullo Airport,45.394955,10.887303,IT,Caselle (VR),large_airport,yes
VSA,Carlos Rovirosa Pérez International Airport,17.994283,-92.818199,MX,Villahermosa,large_airport,yes
VSE,Aerodromo Goncalves Lobato (Viseu Airport),40.725498,-7.888990,PT,Viseu,medium_airport,yes
VST,Stockholm Västerås Airport,59.589401,16.633600,SE,Stockholm / Västerås,large_airport,yes
VSV,Shravasti Airport,27.499732,82.032927,IN,Shravasti,small_airport,yes
VTE,Wattay International Airport,17.985052,102.566692,LA,Vientiane,large_airport,yes
VTU,Hermanos Ameijeiras Airport,20.987600,-76.935799,CU,Las Tunas,medium_airport,yes
VTZ,Alluri Sitarama Raju International Airport (Vizag),17.971512,83.503617,IN,Visakhapatnam,large_airport,yes
VUP,Alfonso López Pumarejo Airport,10.435000,-73.249500,CO,Valledupar,medium_airport,yes
VUS,Velikiy Ustyug Airport,60.788300,46.259998,RU,Velikiy Ustyug,medium_airport,yes
VVC,Vanguardia Airport,4.167870,-73.613800,CO,Villavicencio,medium_airport,yes
VVI,Viru Viru International Airport,-17.644800,-63.135399,BO,Santa Cruz,large_airport,yes
VVO,Vladivostok International Airport,43.396256,132.148155,RU,Artyom,large_airport,yes
VVZ,Illizi Takhamalt Airport,26.723499,8.622650,DZ,Illizi,medium_airport,yes
VXC,Lichinga Airport,-13.274000,35.266300,MZ,Lichinga,medium_airport,yes
VXE,Cesaria Evora International Airport,16.833363,-25.055308,CV,São Pedro,large_airport,yes
VXO,Växjö Kronoberg Airport,56.929100,14.728000,SE,Växjö,medium_airport,yes
VYI,Vilyuisk Airport,63.756668,121.693336,RU,Vilyuisk,medium_airport,yes
WAA,Wales Airport,65.622593,-168.095000,US,Wales,small_airport,yes
WAE,Wadi Al Dawasir Domestic Airport,20.504299,45.199600,SA,Wadi Al Dawasir,medium_airport,yes
WAG,Wanganui Airport,-39.963467,175.024440,NZ,Wanganui,medium_airport,yes
WAW,Warsaw Chopin Airport,52.165699,20.967100,PL,Warsaw,large_airport,yes
WBB,Stebbins Airport,63.515999,-162.278000,US,Stebbins,small_airport,yes
WBM,Wapenamanda Airport,-5.635293,143.892231,PG,Wapenamanda,medium_airport,yes
WBQ,Beaver Airport,66.362198,-147.406998,US,Beaver,small_airport,yes
WDH,Hosea Kutako International Airport,-22.479900,17.470900,NA,Windhoek,large_airport,yes
WDN,Waldron Airstrip,48.711410,-123.018208,US,Eastsound,small_airport,yes
WDS,Shiyan Wudangshan Airport,32.592889,110.906296,CN,Shiyan (Maojian),medium_airport,yes
WEF,Weifang Nanyuan Airport,36.646702,119.119003,CN,Weifang (Kuiwen),medium_airport,yes
WEH,Weihai Dashuibo Airport,37.187099,122.228996,CN,Weihai,medium_airport,yes
WEI,Weipa Airport,-12.677493,141.922618,AU,Weipa,medium_airport,yes
WGA,Wagga Wagga Airport,-35.163484,147.468320,AU,Forest Hill,medium_airport,yes
WGE,Walgett Airport,-30.032801,148.126007,AU,,medium_airport,yes
WGN,Shaoyang Wugang Airport,26.806123,110.641042,CN,Shaoyang (Wugang),medium_airport,yes
WGP,Umbu Mehang Kunda Airport,-9.669220,120.302002,ID,Waingapu-Sumba Island,small_airport,yes
WHA,Wuhu Xuanzhou Airport,31.104500,118.666870,CN,Wuhu,medium_airport,yes
WHK,Whakatāne Airport,-37.922224,176.916960,NZ,Whakatāne,medium_airport,yes
WIC,Wick John O'Groats Airport,58.458900,-3.093060,GB,Wick,medium_airport,yes
WIL,Nairobi Wilson Airport,-1.321720,36.814800,KE,Nairobi,medium_airport,yes
WIN,Winton Airport,-22.363600,143.085999,AU,,medium_airport,yes
